RecNo|Submod|Pos|MaxPar|NotP|Runout|NotR|NomT|NotT|MinMach|NotM|Discard|NotD|Finish|NotF
87201|Solid Disk|R|NS||.0020||.393||NS||.335||NS|
87202|W/ 16" Wheel|F|NS||.0020||.944||NS||.870||NS|
87203|W/ 17" Wheel|F|NS||.0020||1.181||NS||1.102||NS|
87204|Vented Disk|R|NS||.0020||.708||NS||.630||NS|
87385||F|.0002||.0016||1.102||NS||1.040||NS|
87386||R|.0004||.0020||.390||NS||.330||NS|
87387||F|.0002||.0016||.910||NS||.830||NS|
87388||R|.0004||.0016||.394||NS||.331||NS|
87391||F|.0002||.0010||1.100||NS||1.020||NS|
87404||F|NS||.0014|213|NS||1.024||NS||NS|
87429|15.59 inch dia. Disc|R|NS||NS||1.024||NS|270|1.022||NS|
87430||F|.0008||.002||.945||.866||.827||NS|
87431||R|.0008||.002||.409||.354||.346||NS|
87447||R|NS||NS||1.102||NS||.978||NS|
87554||R|.0006||.004||NS||.350||.310||NS|
87555||F|.0006||.002||NS||1.060||1.020||NS|
87560||R|.0006||.004||NS||0.35||0.31||NS|
87561||F|.0006||.002||NS||1.060||1.023||NS|
87577|W/ RPO 1KW, 2EH|R|NS||NS||.472||NS||.394||NS|
87579|W/RPO 1KZ|R|NS||NS||.866||NS||.787||NS|
87582|W/ RPO 1LB, 1LD|F|NS||NS||.984||NS||.906||NS|
87911||F|NS||NS||1.417||1.339||1.315||NS|
87973|JC3/JC4/JH2|F|.001||.002||1.142||1.102||1.083||NS|
87974|JH6|F|.001||.002||1.496||1.457||1.439||NS|
87975|JC3/JC4/JH2|R|.001||.002||1.181||1.142||1.122||NS|
87976|JH6|R|.001||.002||1.142||1.102||1.083||NS|
88192|Heavy Brakes|F|.001||.002||1.180||NS||1.100||NS|
88193||R|.001||.002||1.020||NS||.940||NS|
88194|Standard Brakes|F|.001||.002||1.180||NS||1.060||NS|
88199|W/ RPO J57|F|.0008||.004||1.417||NS||1.398||NS|
88200|W/ RPO LS3, J56|R|.001||.002||1.102||NS||1.023||NS|
88201|W/ RPO J57|R|.0008||.004||1.259||NS||1.240||NS|
88203|W/ RPO J56|F|.001||.003||1.338||NS||1.259||NS|
88205|W/ RPO LFX, L99|R|.001||.002||.906||NS||.846||NS|
88413||F|NS||.003||1.490||NS||1.470||NS|
88414||R|NS||.003||1.330||NS||1.310||NS|
88427||F|.0007||.002||1.181||1.122||1.102||NS|
88428||R|.0007||.002||.787||.748||.728||NS|
88679||F|NS||.002||NS||NS||.826||NS|
88684||F|NS||NS||1.259||1.181||1.157|||
88685||R|NS||NS||.866||NS||.764|||
88691|13.00 inch dia. Disc|F|NS||NS||0.945||NS|098|0.881||NS|
88694|13.58 inch dia. Disc|R|NS||NS||0.945||NS|098|0.881||NS|
88696|15.59 inch dia. Disc|R|NS||NS||0.945||NS|098|0.881||NS|
88698|13.58" dia. Disc|R|NS||NS||0.944||NS|098|0.881||NS|
88699|15.74" dia. Disc|F|NS||NS||1.417||NS|098|1.354||NS|
88702|15.59" dia. Disc|R|NS||NS||0.944||NS|098|0.881||NS|
88761|Hybrid|F|.0002||.0017||1.102||NS||1.040||NS|
88763|Ex. Hybrid|R|.0004||.0012||.394||NS||.330||NS|
88764|Ex. Hybrid|F|.0002||.001||1.102||NS||1.040||NS|
88791|W/ 13"|F|NS||.002||NS||NS||1.122||NS|
88792|W/ 13.5"|R|NS||.002||NS||NS||.689||NS|
88793|W/ 13"|R|NS||.002||NS||NS||.394||NS|
88794|W/ 14"|F|NS||.002||NS||NS||1.181||NS|
88819|Limited|F|.001||.002||1.181||1.142||1.126||NS|
88820||F|.0002||.002||1.181||NS||1.070||NS|
88821|Limited|R|.001||.002||.551||.512||.492||NS|
88822||R|.0002||.002||.905||NS||.846||NS|
88907||R|.001||.002||.870||.820||.787||NS|
88908||F|.001||.002||1.259||1.181||1.173||NS|
88952|13.00 inch dia.|R|NS||NS||0.787||NS|098|0.724||NS|
88953|13.00 inch dia.|F|NS||NS||0.945||NS|098|0.881||NS|
88954|11.81 inch dia.|R|NS||NS||0.787||NS|098|0.724||NS|
88955|13.39 inch dia.|F|NS||NS||1.181||NS|098|1.118||NS|
88956|13.58 inch dia.|R|NS||NS||0.945||NS|098|0.881||NS|
88957|11.81 inch dia.|F|NS||NS||0.866||NS|098|0.803||NS|
89087|W/ High Performance|R|NS||.004|107|.760||NS|||103|NS|
89088|W/ High Performance|F|NS||.003|107|1.41||NS|||103|NS|
89089|W/ SUPER PERFORMANCE|R|NS||.004|107|1.00||NS|||103|NS|
89090|W/ Performance Brake|R|NS||.004|107|.760||NS|||103|NS|
89091|W/ Super Performance|F|NS||.003|107|1.41||NS|||103|NS|
89092|W/ Performance Brake|F|NS||.003|107|1.24||NS|||103|NS|
89107|W/ 2 Piston|F|.0006||.0014|213|1.102||1.024|||044|NS|
89108|W/ 4 PISTON|F|.0006||.0014|213|1.260||1.181|||044|NS|
89109|W/ 1 PISTON|R|.0006||.0022|213|.630||.551|||044|NS|
89110|W/ 2 PISTON|R|.0006||.0022|213|.787||.709|||044|NS|
89127||F|.0006||.0021|213|1.181||1.122|||044|NS|
89128||R|.0006||.0020|213|.787||.709|||044|NS|
89130||R|.0004||.002||0.47||NS||0.41||NS|
89133|W/ 14"|R|NS||.002||NS||NS||.689||NS|
89134|W/ 13"|F|NS||.002||NS||NS||1.181||NS|
89136|W/ 13"|R|NS||.002||NS||NS||.689||NS|
89143|Hybrid|F|NS||.002||NS||NS||1.043||NS|
89144|Hybrid|R|NS||.002||NS||NS||.374||NS|
89153|ex. Ralliart|F|NS||.0024||1.02||NS||.960||NS|
89158|ex. Ralliart|R|NS||.0032||.390||NS||.330||NS|
89263|Coupe JE5/J55|F|.001||.002||1.181||NS||1.122||NS|
89264|CTS-V JE5/J55|F|.001||.002||1.181||NS||1.122||NS|
89265|CTS-V JE5/J55|R|.001||.002||.906||NS||.846||NS|
89266|Wagon JE5/J55|F|.001||.002||1.181||NS||1.122||NS|
89267|Wagon JE5/J55|R|.001||.002||.906||NS||.846||NS|
89268|Sedan|F|.001||.002||1.181||1.102||1.063|103|NS|
89269|Wagon J56|F|.001||.003||1.338||NS||1.259||NS|
89270|Wagon J56|R|.001||.002||1.102||NS||1.023||NS|
89271|Coupe J56|R|.001||.002||1.102||NS||1.023||NS|
89272|Coupe J56|F|.001||.003||1.338||NS||1.259||NS|
89273|CTS-V J56|F|.001||.003||1.338||NS||1.259||NS|
89274|Coupe JE5/J55|R|.001||.002||.906||NS||.846||NS|
89275|CTS-V J56|R|.001||.002||1.102||NS||1.023||NS|
89276|Sedan|R|.002||.002||.906||.866||.827||NS|
89516|W/ RPO 1LL+FMO|F|NS||NS||1.339||NS||1.260||NS|
89519|W/ RPO 1LW,1LN|F|NS||NS||1.496||NS|||200|NS|
89522|W/ RPO 1LA, 1LJ+FMO|F|NS||NS||1.181||NS||1.102||NS|
89523|W/ RPO 1LU|F|NS||NS||1.496||NS||1.417||NS|
89639|W/ 15" Rotor|F|.0002||.002||.866||NS||.764||NS|
89640|W/ 14" Rotor|F|.0002||.002||.866||NS||.787||NS|
89783|W/ RPO J64|F|.0024||.002||1.260||NS||1.181||NS|
89784|W/ RPO J60, J61|F|.0024||.002||1.181||NS||1.070||NS|
89785|caliper PR-No 1ZP|F|NS||NS||.984|125|||.827|125||
89786|caliper PR-No 1ZF|F|NS||NS||.866|124|||.748|124||
89787|caliper PR-No 1KE|R|NS||NS||.472|128|||.354|128||
89788|caliper PR-No 1KQ|R|NS||NS||.394|130|||.276|130||
89789|caliper PR-No 1ZE|F|NS||NS||.984|125|||.827|125||
89790|caliper PR-No 1KD|R|NS||NS||.394|129|||.276|129||
89791|caliper PR-No 1LJ|F|NS||NS||.984|126|||.827|126||
89792|caliper PR-No 1LK|F|NS||NS||1.181|127|||1.062|127||
89793|caliper PR-No 1ZD|F|NS||NS||.984|126|||.827|126||
89794|caliper PR-No 1KZ|R|NS||NS||.472|128|||.354|128||
89853|caliper PR-No 1KW|R|NS||NS||.866||||.748|||
89930|w/ 17" Vented Disk|R|NS||.0003||.866||.814|065|.787||NS|
89931||F|NS||.0002||1.102||1.043|065|1.024||NS|
89932|W/ 16" Disk|R|NS||.0003||.472||.421|065|.394||NS|
89942|W/ 17" Solid Disc|R|NS||.003||.433||.381|065|.354||NS|
89943|W/ 17" Vented|R|NS||.003||.866||.814|065|.787||NS|
89944||F|NS||.0016||1.181||1.133|065|1.102||NS|
89945|W/ 16" Brakes|R|NS||.003||.472||.421|065|.394||NS|
89974|W/ Standard Brakes|F|NS||.002|107|1.181||NS||-|072|NS|
89975||R|NS||.003|107|.984||NS||-|072|NS|
89976|W/ Performance Brake|F|NS||.002|107|1.339||NS||-|072|NS|
89992||F|NS||NS||1.259||1.201||1.181||NS|
90020|W/ 17" WHEEL|F|NS||.0020|266|1.180||NS||1.102||NS|
90251||F|.0003||.0008||1.102||1.024|||044|NS|
90252||R|.0004||.0008||.394||.315|||044|NS|
90265||R|NS||.003|107|.980||NS||-|072|NS|
90266|W/ Performance Brake|F|NS||.002|107|1.338||NS||-|072|NS|
90267|W/ Standard Brakes|F|NS||.002|107|1.180||NS||-|072|NS|
90621|W/ Code 494|R|NS||NS||.393||NS||.327||NS|
90622|W/O Code 950|F|NS||NS||1.181||NS||1.102||NS|
90623|W/ Code 950|F|NS||NS||1.181||NS||1.102||NS|
90624|W/O Code 494|R|NS||NS||.866||NS||.764||NS|
90637|W/Ceramic disc|R|NS||.001|245|1.181|||271||216|NS|
90638|W/Ceramic disc|F|NS||.001|245|1.496|||271||216|NS|
90639|Turbo W/Ceramic disc|F|NS||.001|052|1.575|||271||216|NS|
90640|Turbo|R|.0007||.001|052|1.102||1.087||1.024||NS|
90641|Turbo|F|.0007||.001|052|1.496||1.480||1.417||NS|
90642|W/O Ceramic Disc|R|.0007||.0001|064|1.102||1.087||1.024||NS|
90643|Turbo W/Ceramic disc|R|NS||.001|052|1.181|||271||216|NS|
90644|W/O Ceramic Disc|F|.0007||.0001|064|1.417||1.402||1.339||NS|
90669||F|.0005||.002||1.102||NS||1.039||NS|
90670||R|.0005||.002||.866||NS||.803||NS|
90834|AWD|F|.0006||.0016||1.102||NS||1.024||NS|
90835|2WD|F|.0006||.0016||.984||NS||.906||NS|
90885||F|.0006||.0014|213|1.102||1.024|||044|NS|
90886||R|.0006||.0022|213|.630||.551|||044|NS|
90889||F|.0003||.0016|213|1.102||1.024|||044|NS|
90890||R|.0008||.002|213|.630||.551|||044|NS|
90894|W/ 2 PISTON|F|.0006||.0014|213|1.339||1.260|||044|NS|
90899|W/ 1 PISTON|R|.0006||.0022|213|.630||.591|||044|NS|
90900|W/ 1 PISTON|F|.0006||.0014|213|1.260||1.181|||044|NS|
90953||F|.0006||.0016|213|1.102||1.024||NS|044|NS|
90954||R|.0006||.0020|213|.630||.551||NS|044|NS|
90992||R|NS||.0024|265|1.102||NS|220|1.024|220|NS|
90993||F|NS||.0024|265|1.181||NS|220|1.102|220|NS|
91183||R|NS||.050||.394||NS||.315||NS|
91184||F|NS||.050||.984||NS||.866||NS|
91209|12.09 inch dia. Disc|F|NS||NS||.945|||108|.881||NS|
91336|13.39 inch dia. 2.0L|F|NS||NS||1.181||NS|098|1.118||NS|
91338|13.00 inch dia. 2.0L|F|NS||NS||0.945||NS|098|0.881||NS|
91340|13.58 inch dia. 2.0L|R|NS||NS||0.945||NS|098|0.881||NS|
91348|14.57 inch dia. Disc|R|NS||NS||0.945||NS|098|0.881||NS|
91382|13.39 inch dia. Disc|F|NS||NS||1.181||NS|098|1.118||NS|
91385|12.28 inch dia. Disc|F|NS||NS||0.945||NS|098|0.881||NS|
91408|15.75 inch dia. Disc|F|NS||NS||1.417||NS|098|1.354||NS|
91416|15.59'' dia. Disc|R|NS||NS||0.945||NS|098|0.881||NS|
91418|14.56" dia. Disc|R|NS||NS||0.944||NS|098|0.881||NS|
91482|12.28" dia. Disc|F|NS||NS||0.945||NS|098|0.881||NS|
91502||F|NS||.0020|207|1.260||NS||1.140||NS|
91532|W/O NISMO RS PKG|F|.0003||.0014|213|1.024||.945|||044|NS|
91533|W/ NISMO RS PKG|F|.0003||.0014|213|1.102||.945|||044|NS|
91567||R|.0001||.002|213|.550||.470||NS||NS|
91568||F|.0001||.001|213|1.180||1.120||NS||NS|
91583||R|.0006||.0020|213|.709||.630||-|044|NS|
91584||F|.0006||.0020|213|1.102||1.024||-|044|NS|
91644|Natural Gas|R|.0006||.0016||.354||NS||.315||NS|
91646|Non Natural Gas 14"|F|.0006||.0016||.827||NS||.748||NS|
91647|Non Natural Gas 15"|F|.0006||.0016||.906||NS||.827||NS|
91648|Non Natural Gas 16"|F|.0006||.0016||.984||NS||.906||NS|
91649|Natural Gas|F|.0006||.0016||.906||NS||.827||NS|
91859||F|NS||.0020|205|1.260||NS||1.150||NS|
91860||F|NS||.0020|204|.984||NS||.866||NS|
91861||R|NS||.0059|204|.472||NS||.413||NS|
91866||R|NS||.0059|204|.394||NS||.354||NS|
91867||F|NS||.0020|204|1.102||NS||1.024||NS|
91891|W/ 11.70" Rotor|F|NS||.0020|204|1.102||NS||.984||NS|
91984|HYBRID|F|.0006||.0022|213|1.102||1.024|||044|NS|
91986|HYBRID|R|.0006||.0022|213|.630||.551|||044|NS|
92201|W/ RPO 1LV|F|NS||NS||1.417||NS||1.339||NS|
92337||R|.001||.002||.472||.402||.393|||
92338||F|.001||.002||1.023||.913||.905|||
92380||F|NS||.0020|204|1.100||NS||.984||NS|
92472|W/O code B07|F|NS||NS||1.417||NS||1.299||NS|
92474|W/O Code B07|R|NS||NS||1.024||NS||.945||NS|
92475||F|NS||NS||1.417||NS||1.299||NS|
92476||R|NS||NS||1.024||NS||0.945||NS|
92480||R|NS||NS||1.024||0.965||0.945||NS|
92495|4MATIC|R|NS||NS||.866||.787||.7637||NS|
92877||F|.0002||.0016||.910||NS||.842||NS|
92951||F|.001||.002||.933||.896||.870||NS|
93120|W/FN3, 15"|F|NS||NS||.984||NS||.866||NS|
93121|W/CII 41, 17"|R|NS||NS||.866||NS||.787||NS|
93122|W/FRN-G, 17"|F|NS||NS||1.181||NS||1.063||NS|
93123|W/CII 41, 15"|R|NS||NS||.472||NS||.394||NS|
93124|W/ZOH 38,16"|R|NS||NS||.394||NS||.315||NS|
93125|W/ FSIII, 15"|F|NS||NS||.866||NS||.748||NS|
93126|W/CII 38, 16"|R|NS||NS||.472||NS||.394||NS|
93127|W/C38, 15"|R|NS||NS||.394||NS||.315||NS|
93128|W/FN3, 16"|F|NS||NS||.984||NS||.866||NS|
93214||R|.0002||.002||.394||NS||.330||NS|
93259|W/ Solid Rotor|R|NS||.003|219|.472||NS||.394||NS|
93261|W/ Vented Rotor|R|NS||.003|219|.787||NS||.708||NS|
93284||R|.0006||.004||NS||.310||.280||NS|
93290|W/ 15.16" Rotor|R|NS||NS||.944||NS||.881||NS|
93291|W/ 15.16" Rotor|F|NS||NS||1.417||NS||1.354||NS|
93292|W/ 12.60" Rotor|R|NS||NS||.787||NS||.724||NS|
93295|W/ 13.58" Rotor|R|NS||NS||.944||NS||.881||NS|
93304|15.75" dia. Disc|F|NS||NS||1.42||NS|098|1.354||NS|
93308|15.60" dia. Disc|R|NS||NS||0.945||NS|098|0.881||NS|
93332|F22 W/ 11.42" Rotor|R|NS||NS||.433||NS||.370||NS|
93333|F22 W/ 11.81" Rotor|R|NS||NS||.787||NS||.724||NS|
93334|F22 W/ 12.28" Rotor|F|NS||NS||.944||NS||.881||NS|
93335|F23 W/ 13.00" Rotor|R|NS||NS||.787||NS||.724||NS|
93336|F22 W/ 11.18" Rotor|F|NS||NS||.866||NS||.803||NS|
93337|F23 W/ 11.18" Rotor|F|NS||NS||.866||NS||.803||NS|
93338|F23 W/ 13.00" Rotor|F|NS||NS||.944||NS||.881||NS|
93339|F23 W/ 12.28" Rotor|F|NS||NS||.944||NS||.881||NS|
93340|F22 W/ 13.58" Rotor|R|NS||NS||.944||NS||.882||NS|
93341|F22 W/ 13.00" Rotor|F|NS||NS||.944||NS||.881||NS|
93342|F23 W/ 11.42" Rotor|R|NS||NS||.433||NS||.370||NS|
93343|F23 W/ 13.39" Rotor|F|NS||NS||1.181||NS||1.118||NS|
93344|F23 W/ 13.58" Rotor|R|NS||NS||.944||NS||.882||NS|
93345|F22 W/ 13.39" Rotor|F|NS||NS||1.181||NS||1.118||NS|
93352||F|NS||.0014||NS||NS||1.024||NS|
93735||R|NS||NS||.866||NS||.764||NS|
93736|W/O 4MATIC|F|NS|753|NS|753|1.259|753|1.200|753|1.181|753|NS|753
93996|W/ 2 Piston caliper|F|.0008||.0014|213|1.102||.945||NS|044|NS|
93997|W/ 1 PISTON|F|.0008||.0014|213|1.024||.945||NS|044|NS|
93998|W/ 2 PISTON|F|.0008||.0014|213|1.102||.945||NS|044|NS|
93999||R|.0008||.0028||.630||.551||NS|044|NS|
94044||F|NS||NS||1.259||NS||1.181||NS|
94130|4WD|R|.0002||.0012||.390||NS||.330||NS|
94131|2WD|R|.0002||.0012||.390||NS||.330||NS|
94132|2WD|F|.0002||.001||1.020||NS||.960||NS|
94133|4WD|F|.0002||.001||1.102||NS||1.040||NS|
94178|W/O Return spring|F|.0008||.0014||1.024||.945||-|044|NS|
94179|W/ Return spring|F|.0003||.0014||1.024||.945||-|044|NS|
94180||R|.0008||.0028||.630||.551||-|044|NS|
94260||F|NS||NS||.787||NS||.724||NS|
94261||R|NS||NS||NS||NS||NS|818|NS|
94302|W/ Code Z07|R|NS||NS||1.024||.940||.921||NS|
94303|W/O Code Z07|R|NS||NS||.945||.862||.843||NS|
94304|W/O Code Z07|F|NS||NS||1.417||1.338||1.314||NS|
94305|W/ Code Z07|F|NS||NS||1.417||1.358||1.338||NS|
94364|W/ RPO JD9|R|.0007||.002||.787||.748||.728||NS|
94365|W/ RPO J96|F|.001||.002||1.575||1.535||1.516||NS|
94366|W/ RPO J96|R|.001||.002||1.575||1.535||1.516||NS|
94367|W/ RPO JD9|F|.0007||.002||1.181||1.122||1.102||NS|
94369|W/ RPO J95|F|.001||.002||1.575||1.535||1.516||NS|
94466||F|.0002||.0016||.910||NS||.840||NS|
94475|W/O B07|F|NS||NS||1.417||1.318||1.299||NS|
94476|W/O B07|R|NS||NS||1.023||NS||.944||NS|
94486||R|NS||.006|204|.354||NS||.295||NS|
94537||F|NS||NS||NS||1.205||NS|||
94538||R|NS||NS||NS||1.102||NS|||
94559|W/ceramic rotors|R|.0004||.001|245|1.181|||271|NS||NS|
94560|Turbo|R|.0007||.001|052|1.102||1.067||1.024||NS|
94561|S|F|.0007||.001|052|1.339||1.323||1.260||NS|
94562|Turbo|F|.0007||.001|052|1.417||1.402||1.339||NS|
94563|S|R|.0007||.001|052|.866||.850||.787||NS|
94564|W/ceramic rotors|F|.0004||.001|245|1.496|||271|NS||NS|
94571||F|NS||.0030|266|1.18||NS||1.10||NS|
94572||R|NS||.0028|266|.790||NS||.710||NS|
94937||R|.0004||.0008||.393||.315||NS|044|NS|
94949|13.5 inch brakes|R|NS||.002||NS||NS||.689||NS|
94950|13 inch brakes|F|NS||.002||NS||NS||1.122||NS|
94951|13 inch brakes|R|NS||.002||NS||NS||.394||NS|
94952|14 inch brakes|F|NS||.002||NS||NS||1.181||NS|
94953||R|NS||NS||.944||NS||.881||NS|
94954||F|NS||NS||1.417||NS||1.354||NS|
94970|W/ Ceramic Rotor|R|NS||NS||1.023||NS||1.021||NS|
94972|W/ Ceramic Rotor|F|NS||NS||1.496||NS||1.492||NS|
94978|W/ 15.12" Rotor|F|NS||NS||1.181||NS||1.118||NS|
94989|F32 W/ 11.81" Rotor|F|NS||NS||.866||NS||.803||NS|
94990|F33 W/ 11.81" Rotor|F|NS||NS||.866||NS||.803||NS|
94991|F32 W/ 13.38" Rotor|F|NS||NS||1.181||NS||1.118||NS|
94992|F33 W/ 11.81" Rotor|R|NS||NS||.787||NS||.724||NS|
94993|F32 W/ 12.28" Rotor|F|NS||NS||.945||NS||.882||NS|
94994|F36 W/ 13.00" Rotor|F|NS||NS||.945||NS||.882||NS|
94995|F36 W/ 13.38" Rotor|F|NS||NS||1.181||NS||1.118||NS|
94996|F36 W/ 13.00" Rotor|R|NS||NS||.787||NS||.724||NS|
94997|F36 W/ 11.81" Rotor|F|NS||NS||.866||NS||.803||NS|
94998|F32 W/ 13.00" Rotor|R|NS||NS||.787||NS||.724||NS|
94999|F33 W/ 12.28" Rotor|F|NS||NS||.945||NS||.882||NS|
95000|F33 W/ 13.38" Rotor|F|NS||NS||1.181||NS||1.118||NS|
95001|F33 W/ 13.00" Rotor|R|NS||NS||.787||NS||.724||NS|
95002|F32 W/ 11.81" Rotor|R|NS||NS||.787||NS||.724||NS|
95003|F36 W/ 11.81" Rotor|R|NS||NS||.787||NS||.724||NS|
95019|F36 W/ 12.99" Rotor|R|NS||NS||.787||NS||.724||NS|
95024|F32 W/ 12.99" Rotor|R|NS||NS||.787||NS||.724||NS|
95026|F33 W/ 12.99" Rotor|R|NS||NS||.787||NS||.724||NS|
95109|W/ 11.81" Rotor|F|NS||NS||.866||NS||.803||NS|
95111|W/ 12.99" Rotor|F|NS||NS||.944||NS||.881||NS|
95112|W/ 12.99" Rotor|R|NS||NS||.787||NS||.724||NS|
95114|W/ 13.38" Rotor|F|NS||NS||1.181||NS||1.118||NS|
95116|W/ 15.59" Rotor|R|NS||NS||.944||NS||.881||NS|
95117|W/ 15.75" Rotor|F|NS||NS||1.417||NS||1.354||NS|
95120|W/ 14.72" Rotor|F|NS||NS||1.417||NS||1.354||NS|
95125|W/ 13.58" Rotor|R|NS||NS||.945||NS||.882||NS|
95127|W/ 13.00" Rotor|R|NS||NS||.787||NS||.724||NS|
95129|W/ 13.00" Rotor|F|NS||NS||.945||NS||.882||NS|
95136||R|NS||NS||.945||NS||.882||NS|
95139||F|NS||NS||1.102||NS||1.039||NS|
95159|W/ 12.28" Rotor|F|NS||NS||.945||NS||.881||NS|
95161|W/ 12.99" Rotor|F|NS||NS||.945||NS||.881||NS|
95180||F|.0006||.0014|213|1.102||NS||1.024||NS|
95183||F|.0006||.0014|213|1.024||NS||.945||NS|
95184||R|.0006||.004|213|0.630||NS||.551||NS|
95235|W/ Standard Brakes|F|NS||.003||1.26||NS||1.18||NS|
95236|W/ High Performance|R|NS||.004||1.02||NS||.940||NS|
95237|W/ Standard Brakes|R|NS||.004||.790||NS||.720||NS|
95238|W/ High Performance|F|NS||.003||1.42||NS||1.34||NS|
95243||R|NS||.003||1.33||NS||1.31||NS|
95244||F|NS||.003||1.49||NS||1.47||NS|
95245|W/O 17" WHEEL|F|NS||.0020|266|1.102||NS||1.023||NS|
95246||R|NS||.0020|266|.670||NS||.590||NS|
95257||F|NS||.0020|266|1.18||NS||1.10||NS|
95258||R|NS||.0020|266|.393||NS||.335||NS|
95354|Coupe|F|.001||.002||1.338||NS||1.259||NS|
95357|Coupe|R|.001||.002||1.102||NS||1.023||NS|
95625||R|.001||.002||.906||NS||.846||NS|
95626||F|.001||.002||1.181||NS||1.063||NS|
95654|W/ 1KW, 2EH|R|NS||NS||.472||NS||.394||NS|
95658|W/ RPO 1LT, 1LY|F|NS||NS||.984||NS||.905||NS|
95695||R|NS||.002|266|.390||NS||.330||NS|
95696||F|NS||.002|266|.940||NS||.870||NS|
95705||R|NS||.002|266|.390||NS||.335||NS|
95730|W/ Solid Rotor|R|NS||.002|266|.394||NS||.335||NS|
95731|W/ Vented Rotor|R|NS||.002|266|.709||NS||.630||NS|
95741|W/ RPO JH9|F|.0001||.005||1.496||1.457||1.437||NS|
95820||F|.0008||.002||1.260||1.180||1.170||NS|
95821||R|.0008||.002||1.100||1.030||1.020||NS|
95960|1LJ after 6/20/2011|F|NS||NS||1.181||NS||1.083||NS|
96019|W/O RPO J57|R|.001||.002||1.023||NS||.944||NS|
96020|W/ RPO J55|F|.001||.002||1.181||NS||1.062||NS|
96021|W/ RPO J57|R|.001||.002||1.260||NS||1.240||NS|
96022|W/ RPO J57|F|.001||.002||1.420||NS||1.400||NS|
96023|W/ RPO JL9|F|.001||.002||1.181||NS||1.102||NS|
96024|W/ RPO J56|F|.001||.002||1.338||NS||1.260||NS|
96093||F|.0006||.0014|012|1.102||NS||1.024||NS|
96112|Vented Disc|R|NS||.0020||.708||NS||.630||NS|
96149|W/ ceramic rotors|F|.0008||.001|052|1.339|||271||072|NS|
96150|W/ ceramic rotors|R|.0008||.001|052|1.102|||271||072|NS|
96151|W/o ceramic rotors|R|.0008||.001|052|.787||.732||.709||NS|
96152|W/o ceramic rotors|F|.0008||.001|052|1.102||1.047||1.024||NS|
96185|GT3 W/ CRR|R|.0008||.001|052|1.260|||271||072|NS|
96186|Turbo W/ CRR|F|.0008||.001|052|1.417|||271||072|NS|
96187|Carrera S W/ CRR|F|.0008||.001|052|1.339|||271||072|NS|
96188|GT3 W/O CRR|F|.0008||.001|052|1.339||1.283|285|1.260||NS|
96189|Carrera 4 W/O CRR|R|.0008||.001|052|1.102||1.047|285|1.024||NS|
96190|GT3 W/O CRR|R|.0008||.001|052|1.181||1.126|285|1.102||NS|
96191|Carrera 4S W/O CRR|F|.0008||.001|052|1.339||1.283|285|1.206||NS|
96192|GT3 W/ CRR|F|.0008||.001|052|1.417|||271||072|NS|
96193|Turbo W/ CRR|R|.0008||.001|052|1.260|||271||072|NS|
96194|Turbo W/O CRR|F|.0008||.001|052|1.339||1.283|285|1.260||NS|
96195|Carrera 4S W/ CRR|F|.0008||.001|052|1.339|||271||072|NS|
96196|Carrera S W/ CRR|R|.0008||.001|052|1.102|||271||072|NS|
96197|Turbo S W/O CRR|R|.0008||.001|052|1.181||1.126|285|1.102||NS|
96198|Turbo S W/O CRR|F|.0008||.001|052|1.339||1.283|285|1.260||NS|
96199|Turbo S W/ CRR|F|.0008||.001|052|1.417|||271||072|NS|
96200|Carrera W/O CRR|F|.0008||.001|052|1.102||1.047|285|1.024||NS|
96201|Carrera W/ CRR|R|.0008||.001|052|1.102|||271||072|NS|
96202|Carrera 4 W/ CRR|R|.0008||.001|052|1.102|||271||072|NS|
96203|Carrera S W/O CRR|R|.0008||.001|052|1.102||1.047|285|1.024||NS|
96204|Carrera S W/O CRR|F|.0008||.001|052|1.339||1.283|285|1.206||NS|
96205|Carrera W/O CRR|R|.0008||.001|052|1.102||1.047|285|1.024||NS|
96206|Carrera 4 W/O CRR|F|.0008||.001|052|1.102||1.047|285|1.024||NS|
96207|Carrera 4 W/ CRR|F|.0008||.001|052|1.339|||271||072|NS|
96208|Turbo W/O CRR|R|.0008||.001|052|1.181||1.126|285|1.102||NS|
96209|Carrera W/ CRR|F|.0008||.001|052|1.339|||271||072|NS|
96210|Carrera 4S W/O CRR|R|.0008||.001|052|1.102||1.047|285|1.024||NS|
96211|Carrera 4S W/ CRR|R|.0008||.001|052|1.102|||271||072|NS|
96212|Turbo S W/ CRR|R|.0008||.001|052|1.260|||271||072|NS|
96274||R|.0002||.0020||.511||NS||.449||NS|
96329|Cab & Chassis|R|NS||.002||NS||NS||1.472||NS|
96330|Cab & Chassis|F|NS||.002||NS||NS||1.472||NS|
96331|Pickup Cab|F|NS||.002||NS||NS||1.433||NS|
96332|Pickup Cab|R|NS||.002||NS||NS||1.433||NS|
96393|W/ 13.5" Brakes|R|NS||.002||NS||NS||.689||NS|
96421|RWD|F|NS||NS||1.259||1.181||1.157||NS|
96423|RWD|R|NS||NS||.866||NS||.764||NS|
96425|4WD reinforced|R|NS||NS||1.024||.965||.945||NS|
96427|4WD non-reinforced|R|NS||NS||.945||.862||.843||NS|
96428|W/ Code Z07|F|NS||NS||1.417||1.338||1.314||NS|
96429|W/O Code Z07|F|NS||NS||1.417||1.358||1.338||NS|
